Crime_ID,FIR_No,Date,Time,Crime_Type,City,Area,Victim_Age,Victim_Gender,Weapon,Police_Station,Status
C0471,FIR202400471,2024-11-10,06:40,Cyber Crime,Visakhapatnam,MVP Colony,57.0,Female,,East PS,Pending
C0472,FIR202500472,2025-01-26,11:55,Assault,Visakhapatnam,MVP Colony,42.0,Female,Stick,Central PS,Solved
C0473,FIR202500473,2025-03-24,21:30,Robbery,Vijayawada,Patamata,34.0,Male,Knife,South PS,Pending
C0474,FIR202400474,2024-10-14,20:20,Cyber Crime,Nellore,Balaji Nagar,51.0,Female,,North PS,Solved
C0475,FIR202500475,2025-04-17,14:50,Robbery,Guntur,Brodipet,31.0,Female,Knife,East PS,Pending
C0476,FIR202400476,2024-05-08,07:40,Cyber Crime,Kurnool,Budhawarapeta,65.0,Female,,West PS,Pending
C0477,FIR202500477,2025-11-14,19:55,Theft,Anantapur,Sapthagiri Circle,70.0,Female,,Central PS,Solved
C0478,FIR202500478,2025-08-15,16:00,Assault,Vizianagaram,RTC Complex,26.0,Male,Stick,Central PS,Solved
C0479,FIR202400479,2024-12-03,19:45,Murder,Nellore,Balaji Nagar,63.0,Female,Gun,South PS,Solved
C0480,FIR202400480,2024-07-16,20:45,Murder,Vizianagaram,RTC Complex,53.0,Male,Gun,West PS,Pending
C0481,FIR202400481,2024-11-23,20:20,Robbery,Ongole,Kurnool Road,62.0,Male,Knife,West PS,Solved
C0482,FIR202500482,2025-07-08,02:35,Robbery,Vizianagaram,RTC Complex,18.0,Female,Knife,East PS,Solved
C0483,FIR202500483,2025-01-15,05:55,Robbery,Tirupati,Alipiri,62.0,Female,Knife,East PS,Pending
C0484,FIR202500484,2025-02-03,00:50,Cyber Crime,Vijayawada,Gunadala,44.0,Female,,West PS,Pending
C0485,FIR202500485,2025-12-28,18:20,Assault,Visakhapatnam,Dwaraka Nagar,68.0,Male,Stick,East PS,Solved
C0486,FIR202400486,2024-08-07,04:10,Cyber Crime,Kakinada,Jagannaickpur,35.0,Female,,Central PS,Pending
C0487,FIR202400487,2024-02-28,18:15,Assault,Ongole,Kurnool Road,53.0,Female,Stick,North PS,Pending
C0488,FIR202400488,2024-06-16,15:30,Theft,Anantapur,Sapthagiri Circle,42.0,Male,,South PS,Pending
C0489,FIR202500489,2025-10-26,04:05,Assault,Rajahmundry,Innespeta,69.0,Male,Stick,Central PS,Solved
C0490,FIR202500490,2025-09-15,12:00,Robbery,Guntur,Brodipet,37.0,Male,Knife,Central PS,Solved
C0491,FIR202500491,2025-01-16,16:30,Robbery,Vijayawada,Benz Circle,34.0,Female,Knife,North PS,Pending
C0492,FIR202500492,2025-12-26,10:00,Assault,Kadapa,YV Street,37.0,Female,Stick,West PS,Solved
C0493,FIR202500493,2025-04-26,18:35,Robbery,Guntur,Lakshmipuram,45.0,Male,Knife,West PS,Solved
C0494,FIR202500494,2025-01-02,16:45,Robbery,Eluru,Ashok Nagar,63.0,Male,Knife,Central PS,Solved
C0495,FIR202400495,2024-03-25,15:15,Robbery,Guntur,Arundelpet,49.0,Male,Knife,West PS,Pending
C0496,FIR202500496,2025-01-26,03:10,Theft,Kakinada,Sarpavaram,40.0,Female,,Central PS,Solved
C0497,FIR202500497,2025-03-08,05:10,Robbery,Eluru,Ashok Nagar,56.0,Female,Knife,Central PS,Pending
C0498,FIR202400498,2024-02-01,01:20,Murder,Anantapur,Sapthagiri Circle,65.0,Male,Gun,East PS,Pending
C0499,FIR202400499,2024-01-02,10:50,Murder,Rajahmundry,Innespeta,28.0,Male,Gun,West PS,Pending
C0500,FIR202400500,2024-06-08,09:20,Cyber Crime,Visakhapatnam,Dwaraka Nagar,65.0,Male,,North PS,Solved
C0501,FIR202500501,2025-09-24,14:20,Murder,Hyderabad,Ameerpet,48.0,Male,Gun,North PS,Solved
C0502,FIR202500502,2025-08-23,04:15,Assault,Vizianagaram,RTC Complex,61.0,Female,Stick,North PS,Solved
C0503,FIR202400503,2024-08-17,02:25,Murder,Eluru,Ashok Nagar,24.0,Male,Gun,West PS,Solved
C0504,FIR202500504,2025-08-09,10:25,Assault,Kurnool,Budhawarapeta,47.0,Male,Stick,North PS,Pending
C0505,FIR202400505,2024-03-20,21:30,Theft,Vizianagaram,RTC Complex,70.0,Female,,Central PS,Pending
C0506,FIR202400506,2024-07-06,12:15,Robbery,Tirupati,Alipiri,62.0,Female,Knife,North PS,Solved
C0507,FIR202500507,2025-09-07,01:15,Assault,Eluru,Ashok Nagar,50.0,Male,Stick,East PS,Pending
C0508,FIR202400508,2024-07-18,07:15,Robbery,Ongole,Kurnool Road,53.0,Male,Knife,South PS,Pending
C0509,FIR202500509,2025-02-05,22:25,Robbery,Rajahmundry,Danavaipeta,69.0,Female,Knife,East PS,Solved
C0510,FIR202500510,2025-04-30,03:20,Robbery,Anantapur,Sapthagiri Circle,50.0,Female,Knife,Central PS,Pending
C0511,FIR202500511,2025-06-13,15:45,Murder,Anantapur,Sapthagiri Circle,70.0,Female,Gun,East PS,Solved
C0512,FIR202500512,2025-10-23,18:50,Cyber Crime,Anantapur,Sapthagiri Circle,41.0,Male,,North PS,Pending
C0513,FIR202500513,2025-09-09,21:55,Murder,Vijayawada,Kanuru,31.0,Female,Gun,East PS,Pending
C0514,FIR202400514,2024-07-31,05:00,Theft,Nellore,Magunta Layout,37.0,Female,,North PS,Pending
C0515,FIR202500515,2025-09-05,19:50,Cyber Crime,Guntur,Lakshmipuram,65.0,Male,,North PS,Solved
C0516,FIR202500516,2025-01-15,05:50,Robbery,Anantapur,Sapthagiri Circle,53.0,Female,Knife,East PS,Solved
C0517,FIR202500517,2025-07-21,02:50,Theft,Rajahmundry,Danavaipeta,40.0,Male,,West PS,Pending
C0518,FIR202500518,2025-06-30,17:30,Theft,Kadapa,YV Street,39.0,Male,,Central PS,Pending
C0519,FIR202500519,2025-05-04,23:30,Assault,Ongole,Kurnool Road,62.0,Male,Stick,Central PS,Solved
C0520,FIR202400520,2024-12-16,23:45,Assault,Hyderabad,Ameerpet,60.0,Male,Stick,East PS,Pending
C0521,FIR202500521,2025-12-29,08:00,Murder,Kadapa,YV Street,37.0,Female,Gun,South PS,Solved
C0522,FIR202400522,2024-10-30,09:35,Theft,Anantapur,Sapthagiri Circle,61.0,Female,,East PS,Pending
C0523,FIR202500523,2025-05-24,15:20,Murder,Hyderabad,Begumpet,54.0,Female,Gun,Central PS,Pending
C0524,FIR202500524,2025-06-26,23:00,Cyber Crime,Vijayawada,Kanuru,56.0,Male,,North PS,Solved
C0525,FIR202400525,2024-09-02,19:00,Assault,Kadapa,YV Street,67.0,Female,Stick,East PS,Pending
C0526,FIR202500526,2025-06-08,20:40,Cyber Crime,Ongole,Kurnool Road,63.0,Female,,Central PS,Pending
C0527,FIR202400527,2024-02-16,07:25,Robbery,Visakhapatnam,Seethammadhara,39.0,Male,Knife,West PS,Solved
C0528,FIR202400528,2024-04-11,01:00,Theft,Kadapa,YV Street,66.0,Male,,Central PS,Pending
C0529,FIR202500529,2025-10-07,23:05,Assault,Vizianagaram,RTC Complex,35.0,Female,Stick,Central PS,Pending
C0530,FIR202500530,2025-12-14,04:10,Assault,Kadapa,YV Street,62.0,Female,Stick,North PS,Pending
C0531,FIR202400531,2024-01-01,21:45,Theft,Kadapa,YV Street,45.0,Male,,East PS,Pending
C0532,FIR202400532,2024-05-19,00:50,Theft,Rajahmundry,Innespeta,36.0,Male,,West PS,Pending
C0533,FIR202400533,2024-12-17,15:50,Murder,Nellore,Magunta Layout,63.0,Male,Gun,West PS,Pending
C0534,FIR202500534,2025-10-29,12:50,Theft,Vijayawada,Patamata,54.0,Male,,North PS,Solved
C0535,FIR202400535,2024-09-06,05:30,Theft,Guntur,Lakshmipuram,29.0,Female,,Central PS,Solved
C0536,FIR202400536,2024-10-10,02:55,Theft,Kakinada,Jagannaickpur,26.0,Male,,Central PS,Solved
C0537,FIR202500537,2025-05-18,10:40,Theft,Eluru,Ashok Nagar,51.0,Female,,Central PS,Solved
C0538,FIR202500538,2025-12-25,15:45,Robbery,Ongole,Kurnool Road,51.0,Female,Knife,Central PS,Pending
C0539,FIR202500539,2025-01-23,11:40,Cyber Crime,Guntur,Brodipet,34.0,Female,,West PS,Solved
C0540,FIR202500540,2025-08-20,22:10,Cyber Crime,Eluru,Ashok Nagar,33.0,Female,,East PS,Pending
C0541,FIR202500541,2025-11-09,16:55,Assault,Nellore,Magunta Layout,62.0,Male,Stick,West PS,Pending
C0542,FIR202500542,2025-08-23,21:10,Murder,Nellore,Magunta Layout,57.0,Female,Gun,West PS,Pending
C0543,FIR202500543,2025-10-23,21:45,Theft,Nellore,Balaji Nagar,35.0,Female,,South PS,Pending
C0544,FIR202500544,2025-04-22,00:05,Cyber Crime,Eluru,Ashok Nagar,54.0,Male,,West PS,Solved
C0545,FIR202400545,2024-01-25,01:25,Murder,Visakhapatnam,Madhurawada,24.0,Male,Gun,West PS,Solved
C0546,FIR202400546,2024-11-23,00:10,Murder,Kakinada,Ramanayyapeta,25.0,Male,Gun,South PS,Pending
C0547,FIR202500547,2025-09-30,07:35,Cyber Crime,Vijayawada,Kanuru,49.0,Male,,South PS,Solved
C0548,FIR202500548,2025-04-29,03:25,Assault,Ongole,Kurnool Road,62.0,Male,Stick,Central PS,Pending
C0549,FIR202500549,2025-07-10,20:55,Assault,Nellore,Magunta Layout,38.0,Female,Stick,West PS,Solved
C0550,FIR202400550,2024-07-29,08:15,Robbery,Ongole,Kurnool Road,24.0,Male,Knife,North PS,Pending
C0551,FIR202400551,2024-03-17,22:20,Murder,Vijayawada,Gunadala,23.0,Female,Gun,East PS,Pending
C0552,FIR202400552,2024-04-21,13:55,Assault,Guntur,Brodipet,53.0,Female,Stick,West PS,Solved
C0553,FIR202500553,2025-04-29,00:50,Murder,Kakinada,Sarpavaram,24.0,Male,Gun,West PS,Solved
C0554,FIR202500554,2025-11-20,15:50,Assault,Vijayawada,Kanuru,37.0,Male,Stick,North PS,Solved
C0555,FIR202400555,2024-04-01,15:15,Robbery,Kadapa,YV Street,42.0,Male,Knife,South PS,Pending
C0556,FIR202400556,2024-04-14,10:05,Murder,Hyderabad,Gachibowli,23.0,Female,Gun,East PS,Solved
C0557,FIR202500557,2025-07-29,08:15,Robbery,Kadapa,YV Street,55.0,Male,Knife,South PS,Solved
C0558,FIR202400558,2024-07-02,11:30,Robbery,Visakhapatnam,Gajuwaka,69.0,Female,Knife,West PS,Pending
C0559,FIR202500559,2025-08-24,06:15,Cyber Crime,Hyderabad,Begumpet,18.0,Female,,Central PS,Pending
C0560,FIR202500560,2025-02-04,11:10,Cyber Crime,Eluru,Ashok Nagar,34.0,Female,,South PS,Pending
C0561,FIR202400561,2024-11-27,14:10,Cyber Crime,Visakhapatnam,Gajuwaka,63.0,Male,,North PS,Solved
C0562,FIR202400562,2024-08-06,04:00,Theft,Anantapur,Sapthagiri Circle,67.0,Male,,East PS,Pending
C0563,FIR202400563,2024-09-22,06:00,Theft,Vijayawada,Patamata,52.0,Male,,Central PS,Solved
C0564,FIR202500564,2025-03-03,06:50,Robbery,Visakhapatnam,Dwaraka Nagar,45.0,Female,Knife,Central PS,Solved
C0565,FIR202500565,2025-08-07,23:55,Theft,Vizianagaram,RTC Complex,30.0,Female,,North PS,Solved
C0566,FIR202400566,2024-05-24,22:55,Cyber Crime,Anantapur,Sapthagiri Circle,66.0,Female,,West PS,Solved
C0567,FIR202500567,2025-01-09,10:10,Assault,Eluru,Ashok Nagar,24.0,Female,Stick,East PS,Solved
C0568,FIR202500568,2025-05-15,00:00,Cyber Crime,Eluru,Ashok Nagar,19.0,Male,,East PS,Solved
C0569,FIR202500569,2025-02-07,12:45,Theft,Kadapa,YV Street,64.0,Female,,North PS,Solved
C0570,FIR202400570,2024-10-30,12:55,Assault,Visakhapatnam,Gajuwaka,23.0,Male,Stick,South PS,Solved
C0571,FIR202400571,2024-03-21,10:00,Cyber Crime,Kakinada,Sarpavaram,55.0,Female,,East PS,Solved
C0572,FIR202400572,2024-04-12,05:55,Assault,Hyderabad,LB Nagar,60.0,Male,Stick,West PS,Pending
C0573,FIR202400573,2024-03-08,20:50,Murder,Kadapa,YV Street,48.0,Female,Gun,West PS,Solved
C0574,FIR202400574,2024-04-29,08:15,Robbery,Anantapur,Sapthagiri Circle,34.0,Female,Knife,East PS,Pending
C0575,FIR202500575,2025-06-25,11:55,Cyber Crime,Vizianagaram,RTC Complex,49.0,Male,,East PS,Solved
C0576,FIR202500576,2025-10-21,20:15,Cyber Crime,Rajahmundry,Innespeta,60.0,Male,,South PS,Pending
C0577,FIR202500577,2025-05-30,10:00,Assault,Tirupati,Bairagipatteda,39.0,Female,Stick,West PS,Pending
C0578,FIR202500578,2025-12-07,07:30,Theft,Visakhapatnam,MVP Colony,33.0,Male,,Central PS,Pending
C0579,FIR202400579,2024-01-15,04:15,Cyber Crime,Kakinada,Ramanayyapeta,21.0,Female,,South PS,Pending
C0580,FIR202400580,2024-01-11,15:20,Murder,Kakinada,Jagannaickpur,42.0,Female,Gun,East PS,Solved
C0581,FIR202500581,2025-01-07,22:00,Theft,Hyderabad,Ameerpet,48.0,Male,,South PS,Pending
C0582,FIR202400582,2024-01-06,11:30,Cyber Crime,Guntur,Arundelpet,19.0,Female,,East PS,Solved
C0583,FIR202400583,2024-10-09,14:15,Cyber Crime,Kurnool,Nandyal Checkpost,57.0,Female,,South PS,Pending
C0584,FIR202400584,2024-08-29,19:35,Robbery,Nellore,Magunta Layout,64.0,Male,Knife,North PS,Solved
C0585,FIR202500585,2025-12-01,00:00,Assault,Tirupati,Alipiri,22.0,Female,Stick,East PS,Solved
C0586,FIR202500586,2025-01-01,22:05,Robbery,Kurnool,Nandyal Checkpost,58.0,Male,Knife,East PS,Pending
C0587,FIR202400587,2024-03-14,15:45,Murder,Vizianagaram,RTC Complex,20.0,Female,Gun,South PS,Solved
C0588,FIR202400588,2024-02-08,19:00,Theft,Guntur,Arundelpet,49.0,Female,,Central PS,Pending
C0589,FIR202400589,2024-01-29,14:15,Assault,Anantapur,Sapthagiri Circle,50.0,Male,Stick,East PS,Solved
C0590,FIR202500590,2025-11-23,20:10,Theft,Anantapur,Sapthagiri Circle,35.0,Female,,Central PS,Solved
C0591,FIR202400591,2024-02-15,17:15,Robbery,Vijayawada,Gunadala,46.0,Male,Knife,North PS,Pending
C0592,FIR202400592,2024-11-01,15:20,Assault,Kadapa,YV Street,64.0,Female,Stick,East PS,Pending
C0593,FIR202400593,2024-08-24,09:10,Cyber Crime,Anantapur,Sapthagiri Circle,57.0,Male,,West PS,Solved
C0594,FIR202400594,2024-02-19,03:15,Robbery,Guntur,Arundelpet,49.0,Female,Knife,East PS,Pending
C0595,FIR202500595,2025-09-26,20:05,Assault,Vijayawada,Patamata,53.0,Male,Stick,West PS,Pending
C0596,FIR202400596,2024-06-18,16:50,Murder,Vijayawada,Gunadala,53.0,Female,Gun,North PS,Solved
C0597,FIR202500597,2025-12-12,19:20,Assault,Kurnool,Budhawarapeta,36.0,Female,Stick,North PS,Pending
C0598,FIR202400598,2024-11-15,05:55,Assault,Kadapa,YV Street,49.0,Female,Stick,West PS,Solved
C0599,FIR202500599,2025-02-21,03:00,Murder,Visakhapatnam,MVP Colony,36.0,Male,Gun,North PS,Solved
C0600,FIR202500600,2025-07-06,20:05,Assault,Hyderabad,Kukatpally,44.0,Male,Stick,Central PS,Solved
C0601,FIR202500601,2025-12-16,07:50,Theft,Vizianagaram,RTC Complex,44.0,Male,,North PS,Pending
C0602,FIR202500602,2025-11-03,04:40,Murder,Eluru,Ashok Nagar,57.0,Female,Gun,South PS,Pending
C0603,FIR202500603,2025-01-25,02:00,Robbery,Nellore,Balaji Nagar,62.0,Male,Knife,South PS,Solved
C0604,FIR202500604,2025-09-19,07:10,Theft,Vizianagaram,RTC Complex,57.0,Female,,North PS,Solved
C0605,FIR202400605,2024-11-05,00:15,Cyber Crime,Anantapur,Sapthagiri Circle,59.0,Male,,North PS,Solved
C0606,FIR202500606,2025-02-06,20:00,Assault,Hyderabad,Hitech City,66.0,Female,Stick,East PS,Pending
C0607,FIR202400607,2024-03-06,20:35,Robbery,Guntur,Brodipet,38.0,Male,Knife,South PS,Solved
C0608,FIR202500608,2025-04-26,00:55,Cyber Crime,Hyderabad,LB Nagar,41.0,Male,,Central PS,Solved
C0609,FIR202400609,2024-09-21,17:15,Theft,Eluru,Ashok Nagar,50.0,Female,,North PS,Solved
C0610,FIR202400610,2024-05-16,14:35,Cyber Crime,Eluru,Ashok Nagar,25.0,Male,,South PS,Solved
C0611,FIR202500611,2025-10-22,00:45,Theft,Eluru,Ashok Nagar,52.0,Female,,North PS,Solved
C0612,FIR202400612,2024-08-12,20:50,Assault,Rajahmundry,Innespeta,50.0,Female,Stick,West PS,Solved
C0613,FIR202400613,2024-04-26,08:35,Assault,Visakhapatnam,Gajuwaka,27.0,Female,Stick,East PS,Solved
C0614,FIR202500614,2025-07-31,20:45,Robbery,Ongole,Kurnool Road,60.0,Female,Knife,West PS,Solved
C0615,FIR202400615,2024-02-08,23:50,Robbery,Guntur,Brodipet,62.0,Male,Knife,North PS,Pending
C0616,FIR202400616,2024-10-24,11:40,Robbery,Eluru,Ashok Nagar,45.0,Male,Knife,Central PS,Pending
C0617,FIR202400617,2024-07-30,18:20,Murder,Kadapa,YV Street,41.0,Female,Gun,West PS,Solved
C0618,FIR202500618,2025-03-26,06:05,Assault,Kadapa,YV Street,24.0,Male,Stick,West PS,Solved
C0619,FIR202400619,2024-07-08,02:25,Robbery,Visakhapatnam,MVP Colony,32.0,Male,Knife,South PS,Pending
C0620,FIR202500620,2025-11-20,23:40,Robbery,Nellore,Magunta Layout,68.0,Male,Knife,Central PS,Pending
C0621,FIR202400621,2024-10-29,17:15,Assault,Kurnool,Budhawarapeta,28.0,Female,Stick,West PS,Pending
C0622,FIR202400622,2024-11-03,06:20,Assault,Visakhapatnam,Gajuwaka,70.0,Female,Stick,East PS,Pending
C0623,FIR202500623,2025-09-11,14:05,Theft,Kurnool,Nandyal Checkpost,55.0,Male,,North PS,Pending
C0624,FIR202400624,2024-04-06,15:55,Cyber Crime,Kadapa,YV Street,68.0,Female,,West PS,Pending
C0625,FIR202500625,2025-11-04,00:20,Theft,Guntur,Lakshmipuram,33.0,Male,,Central PS,Solved
C0626,FIR202500626,2025-11-21,00:05,Murder,Kakinada,Sarpavaram,61.0,Male,Gun,West PS,Pending
C0627,FIR202500627,2025-05-01,23:25,Murder,Kadapa,YV Street,67.0,Male,Gun,South PS,Pending
C0628,FIR202400628,2024-03-18,14:00,Robbery,Kakinada,Sarpavaram,65.0,Male,Knife,North PS,Pending
C0629,FIR202500629,2025-01-05,18:55,Cyber Crime,Hyderabad,LB Nagar,18.0,Female,,East PS,Pending
C0630,FIR202400630,2024-06-07,00:00,Cyber Crime,Kakinada,Sarpavaram,56.0,Female,,Central PS,Pending
C0631,FIR202400631,2024-12-01,11:35,Murder,Ongole,Kurnool Road,51.0,Male,Gun,East PS,Pending
C0632,FIR202400632,2024-09-05,10:15,Assault,Eluru,Ashok Nagar,37.0,Male,Stick,East PS,Solved
C0633,FIR202500633,2025-06-04,01:35,Assault,Kurnool,Budhawarapeta,68.0,Female,Stick,Central PS,Pending
C0634,FIR202500634,2025-06-03,03:35,Assault,Rajahmundry,Innespeta,63.0,Male,Stick,West PS,Pending
C0635,FIR202400635,2024-07-22,18:10,Cyber Crime,Visakhapatnam,Seethammadhara,32.0,Female,,North PS,Pending
C0636,FIR202500636,2025-09-17,02:15,Cyber Crime,Anantapur,Sapthagiri Circle,39.0,Female,,North PS,Pending
C0637,FIR202500637,2025-03-09,07:25,Murder,Anantapur,Sapthagiri Circle,66.0,Female,Gun,North PS,Pending
C0638,FIR202400638,2024-06-15,10:00,Theft,Guntur,Lakshmipuram,62.0,Female,,North PS,Pending
C0639,FIR202500639,2025-08-31,20:10,Cyber Crime,Kadapa,YV Street,30.0,Female,,North PS,Pending
C0640,FIR202500640,2025-07-26,11:35,Assault,Visakhapatnam,Seethammadhara,47.0,Female,Stick,Central PS,Pending
C0641,FIR202500641,2025-08-29,08:40,Robbery,Tirupati,Alipiri,31.0,Female,Knife,South PS,Pending
C0642,FIR202400642,2024-10-19,01:05,Murder,Hyderabad,Begumpet,34.0,Female,Gun,North PS,Solved
C0643,FIR202400643,2024-03-10,04:25,Cyber Crime,Rajahmundry,Innespeta,18.0,Male,,West PS,Solved
C0644,FIR202500644,2025-05-28,11:55,Theft,Vizianagaram,RTC Complex,57.0,Female,,Central PS,Pending
C0645,FIR202400645,2024-06-25,03:20,Theft,Kakinada,Jagannaickpur,63.0,Male,,East PS,Solved
C0646,FIR202400646,2024-06-14,22:10,Murder,Vizianagaram,RTC Complex,27.0,Male,Gun,Central PS,Pending
C0647,FIR202500647,2025-01-14,15:30,Assault,Eluru,Ashok Nagar,19.0,Male,Stick,East PS,Solved
C0648,FIR202400648,2024-06-19,08:25,Assault,Kakinada,Jagannaickpur,57.0,Female,Stick,East PS,Pending
C0649,FIR202400649,2024-03-13,15:10,Murder,Kakinada,Jagannaickpur,20.0,Female,Gun,South PS,Pending
C0650,FIR202400650,2024-03-08,11:50,Murder,Vizianagaram,RTC Complex,44.0,Male,Gun,East PS,Pending
C0651,FIR202500651,2025-07-15,11:55,Assault,Visakhapatnam,Gajuwaka,36.0,Male,Stick,Central PS,Solved
C0652,FIR202500652,2025-01-03,17:35,Robbery,Guntur,Arundelpet,22.0,Male,Knife,South PS,Solved
C0653,FIR202500653,2025-08-13,04:00,Theft,Kadapa,YV Street,19.0,Male,,North PS,Solved
C0654,FIR202500654,2025-02-09,09:45,Assault,Tirupati,Alipiri,55.0,Male,Stick,Central PS,Pending
C0655,FIR202400655,2024-03-22,14:50,Murder,Rajahmundry,Danavaipeta,38.0,Male,Gun,South PS,Solved
C0656,FIR202400656,2024-02-21,20:50,Robbery,Eluru,Ashok Nagar,28.0,Female,Knife,South PS,Solved
C0657,FIR202500657,2025-11-27,00:00,Assault,Vizianagaram,RTC Complex,23.0,Female,Stick,Central PS,Pending
C0658,FIR202400658,2024-02-29,12:15,Theft,Vizianagaram,RTC Complex,67.0,Male,,West PS,Solved
C0659,FIR202500659,2025-11-13,16:35,Robbery,Kadapa,YV Street,67.0,Female,Knife,West PS,Solved
C0660,FIR202500660,2025-06-26,03:30,Theft,Ongole,Kurnool Road,36.0,Male,,East PS,Pending
C0661,FIR202400661,2024-07-02,20:45,Cyber Crime,Rajahmundry,Danavaipeta,51.0,Female,,Central PS,Pending
C0662,FIR202400662,2024-09-02,07:20,Cyber Crime,Nellore,Magunta Layout,23.0,Male,,South PS,Pending
C0663,FIR202500663,2025-02-04,10:00,Assault,Vijayawada,Benz Circle,54.0,Female,Stick,West PS,Solved
C0664,FIR202500664,2025-11-02,09:10,Cyber Crime,Kurnool,Nandyal Checkpost,54.0,Male,,North PS,Solved
C0665,FIR202400665,2024-02-23,22:50,Murder,Eluru,Ashok Nagar,32.0,Female,Gun,West PS,Pending
C0666,FIR202400666,2024-03-20,23:10,Murder,Kurnool,Nandyal Checkpost,37.0,Male,Gun,West PS,Solved
C0667,FIR202500667,2025-10-11,20:45,Murder,Vizianagaram,RTC Complex,69.0,Male,Gun,South PS,Pending
C0668,FIR202500668,2025-12-27,22:35,Cyber Crime,Anantapur,Sapthagiri Circle,34.0,Female,,Central PS,Pending
C0669,FIR202500669,2025-03-28,19:00,Theft,Kakinada,Sarpavaram,24.0,Male,,Central PS,Solved
C0670,FIR202400670,2024-05-18,15:00,Cyber Crime,Kakinada,Sarpavaram,65.0,Female,,East PS,Pending
C0671,FIR202400671,2024-05-15,12:00,Murder,Ongole,Kurnool Road,50.0,Male,Gun,Central PS,Solved
C0672,FIR202500672,2025-08-26,12:10,Theft,Visakhapatnam,Gajuwaka,37.0,Male,,West PS,Solved
C0673,FIR202400673,2024-07-23,01:25,Assault,Kakinada,Jagannaickpur,36.0,Male,Stick,South PS,Pending
C0674,FIR202400674,2024-03-24,23:45,Theft,Visakhapatnam,MVP Colony,63.0,Female,,West PS,Solved
C0675,FIR202500675,2025-02-20,15:35,Assault,Anantapur,Sapthagiri Circle,64.0,Female,Stick,Central PS,Pending
C0676,FIR202400676,2024-02-06,22:10,Assault,Tirupati,Alipiri,65.0,Male,Stick,North PS,Pending
C0677,FIR202500677,2025-11-16,09:50,Cyber Crime,Vijayawada,Patamata,37.0,Female,,West PS,Solved
C0678,FIR202500678,2025-08-25,12:35,Murder,Anantapur,Sapthagiri Circle,34.0,Male,Gun,Central PS,Solved
C0679,FIR202400679,2024-05-30,02:55,Robbery,Hyderabad,Begumpet,61.0,Male,Knife,West PS,Pending
C0680,FIR202500680,2025-01-19,20:15,Murder,Kadapa,YV Street,67.0,Male,Gun,North PS,Pending
C0681,FIR202500681,2025-01-07,11:30,Theft,Nellore,Balaji Nagar,64.0,Male,,East PS,Pending
C0682,FIR202500682,2025-08-30,12:10,Murder,Kakinada,Ramanayyapeta,63.0,Female,Gun,East PS,Pending
C0683,FIR202400683,2024-10-19,01:10,Murder,Ongole,Kurnool Road,27.0,Female,Gun,East PS,Solved
C0684,FIR202500684,2025-08-12,00:55,Cyber Crime,Kadapa,YV Street,25.0,Female,,Central PS,Pending
C0685,FIR202500685,2025-08-17,12:30,Theft,Visakhapatnam,Seethammadhara,67.0,Male,,North PS,Solved
C0686,FIR202400686,2024-04-05,02:10,Cyber Crime,Kurnool,Budhawarapeta,57.0,Male,,South PS,Pending
C0687,FIR202400687,2024-06-11,19:40,Assault,Kurnool,Budhawarapeta,22.0,Female,Stick,North PS,Pending
C0688,FIR202400688,2024-09-19,03:20,Assault,Tirupati,Alipiri,62.0,Male,Stick,South PS,Pending
C0689,FIR202500689,2025-11-23,09:50,Robbery,Vijayawada,Kanuru,50.0,Female,Knife,West PS,Pending
C0690,FIR202400690,2024-01-15,22:25,Murder,Rajahmundry,Innespeta,38.0,Male,Gun,Central PS,Pending
C0691,FIR202400691,2024-12-26,14:05,Theft,Ongole,Kurnool Road,52.0,Male,,Central PS,Solved
C0692,FIR202500692,2025-08-24,08:40,Murder,Hyderabad,Hitech City,52.0,Male,Gun,North PS,Solved
C0693,FIR202400693,2024-03-03,17:45,Assault,Rajahmundry,Innespeta,38.0,Female,Stick,Central PS,Solved
C0694,FIR202500694,2025-06-05,21:55,Assault,Vizianagaram,RTC Complex,32.0,Male,Stick,South PS,Pending
C0695,FIR202400695,2024-10-20,14:55,Theft,Vijayawada,Benz Circle,47.0,Male,,Central PS,Pending
C0696,FIR202400696,2024-01-10,19:20,Theft,Vizianagaram,RTC Complex,49.0,Male,,Central PS,Solved
C0697,FIR202400697,2024-11-01,12:50,Assault,Visakhapatnam,Madhurawada,59.0,Male,Stick,Central PS,Pending
C0698,FIR202400698,2024-09-30,04:45,Theft,Eluru,Ashok Nagar,31.0,Female,,South PS,Solved
C0699,FIR202500699,2025-04-30,16:20,Assault,Hyderabad,Ameerpet,19.0,Male,Stick,Central PS,Solved
C0700,FIR202400700,2024-09-23,13:15,Assault,Kakinada,Jagannaickpur,49.0,Female,Stick,Central PS,Pending
C0701,FIR202400701,2024-03-31,03:25,Robbery,Anantapur,Sapthagiri Circle,57.0,Female,Knife,West PS,Pending
C0702,FIR202400702,2024-11-22,12:35,Cyber Crime,Kakinada,Sarpavaram,33.0,Female,,Central PS,Solved
C0703,FIR202500703,2025-10-31,20:35,Robbery,Kurnool,Nandyal Checkpost,38.0,Male,Knife,Central PS,Solved
C0704,FIR202500704,2025-09-17,17:20,Assault,Eluru,Ashok Nagar,57.0,Female,Stick,Central PS,Pending
C0705,FIR202500705,2025-06-23,15:20,Murder,Kadapa,YV Street,62.0,Female,Gun,East PS,Solved
